hla_class,intersection,n_proteins,uniprot_id,gene_name
HLA-II,Healthy only,189,Q9UBQ7,GRHPR
HLA-II,Healthy only,189,Q9UDW1,QCR9
HLA-II,Healthy only,189,Q9UH99,SUN2
HLA-II,Healthy only,189,Q9UI08,EVL
HLA-II,Healthy only,189,Q9UM07,PADI4
HLA-II,Healthy only,189,Q9UNM6,PSD13
HLA-II,Healthy only,189,Q9UPQ0,LIMC1
HLA-II,Healthy only,189,Q9Y2D5,AKAP2
HLA-II,Healthy only,189,Q9Y2I1,NISCH
HLA-II,Healthy only,189,Q9Y2L6,FRM4B
HLA-II,Healthy only,189,Q9Y371,SHLB1
HLA-II,Healthy only,189,Q9Y376,CAB39
HLA-II,Healthy only,189,Q9Y3B3,TMED7
HLA-II,Healthy only,189,Q9Y3B8,ORN
HLA-II,Healthy only,189,Q9Y3I0,RTCB
HLA-II,Healthy only,189,Q9Y3Q3,TMED3
HLA-II,Healthy only,189,Q9Y446,PKP3
HLA-II,Healthy only,189,Q9Y4A5,TRRAP
HLA-II,Healthy only,189,Q9Y4C1,KDM3A
HLA-II,Healthy only,189,Q9Y696,CLIC4
HLA-II,Healthy only,189,Q9Y6H1,CHCH2
HLA-II,LUAD & LUSC,71,O00303,EIF3F
HLA-II,LUAD & LUSC,71,O15027,SC16A
HLA-II,LUAD & LUSC,71,O15438,MRP3
HLA-II,LUAD & LUSC,71,O43290,SNUT1
HLA-II,LUAD & LUSC,71,O43660,PLRG1
HLA-II,LUAD & LUSC,71,O43776,SYNC
HLA-II,LUAD & LUSC,71,O75533,SF3B1
HLA-II,LUAD & LUSC,71,O75592,MYCB2
HLA-II,LUAD & LUSC,71,O95487,SC24B
HLA-II,LUAD & LUSC,71,P02461,CO3A1
HLA-II,LUAD & LUSC,71,P04264,K2C1
HLA-II,LUAD & LUSC,71,P09874,PARP1
HLA-II,LUAD & LUSC,71,P14317,HCLS1
HLA-II,LUAD & LUSC,71,P16234,PGFRA
HLA-II,LUAD & LUSC,71,P17844,DDX5
HLA-II,LUAD & LUSC,71,P18583,SON
HLA-II,LUAD & LUSC,71,P24001,IL32
HLA-II,LUAD & LUSC,71,P25205,MCM3
HLA-II,LUAD & LUSC,71,P30260,CDC27
HLA-II,LUAD & LUSC,71,P30530,UFO
HLA-II,LUAD & LUSC,71,P39900,MMP12
HLA-II,LUAD & LUSC,71,P40227,TCPZ
HLA-II,LUAD & LUSC,71,P46060,RAGP1
HLA-II,LUAD & LUSC,71,P49756,RBM25
HLA-II,LUAD & LUSC,71,P52948,NUP98
HLA-II,LUAD & LUSC,71,P55060,XPO2
HLA-II,LUAD & LUSC,71,P62195,PRS8
HLA-II,LUAD & LUSC,71,P78325,ADAM8
HLA-II,LUAD & LUSC,71,P85037,FOXK1
HLA-II,LUAD & LUSC,71,Q01813,PFKAP
HLA-II,LUAD & LUSC,71,Q03169,TNAP2
HLA-II,LUAD & LUSC,71,Q0JRZ9,FCHO2
HLA-II,LUAD & LUSC,71,Q12769,NU160
HLA-II,LUAD & LUSC,71,Q12906,ILF3
HLA-II,LUAD & LUSC,71,Q13724,MOGS
HLA-II,LUAD & LUSC,71,Q13884,SNTB1
HLA-II,LUAD & LUSC,71,Q14139,UBE4A
HLA-II,LUAD & LUSC,71,Q14318,FKBP8
HLA-II,LUAD & LUSC,71,Q14566,MCM6
HLA-II,LUAD & LUSC,71,Q14980,NUMA1
HLA-II,LUAD & LUSC,71,Q15038,DAZP2
HLA-II,LUAD & LUSC,71,Q15233,NONO
HLA-II,LUAD & LUSC,71,Q15459,SF3A1
HLA-II,LUAD & LUSC,71,Q15637,SF01
HLA-II,LUAD & LUSC,71,Q15942,ZYX
HLA-II,LUAD & LUSC,71,Q16666,IF16
HLA-II,LUAD & LUSC,71,Q2M389,WASC4
HLA-II,LUAD & LUSC,71,Q3ZCQ8,TIM50
HLA-II,LUAD & LUSC,71,Q5T4S7,UBR4
HLA-II,LUAD & LUSC,71,Q6P1M3,L2GL2
HLA-II,LUAD & LUSC,71,Q7Z2W4,ZCCHV
HLA-II,LUAD & LUSC,71,Q8NHP8,PLBL2
HLA-II,LUAD & LUSC,71,Q92598,HS105
HLA-II,LUAD & LUSC,71,Q92854,SEM4D
HLA-II,LUAD & LUSC,71,Q96AC1,FERM2
HLA-II,LUAD & LUSC,71,Q96HC4,PDLI5
HLA-II,LUAD & LUSC,71,Q96KR1,ZFR
HLA-II,LUAD & LUSC,71,Q96RT1,ERBIN
HLA-II,LUAD & LUSC,71,Q9BUN8,DERL1
HLA-II,LUAD & LUSC,71,Q9GZS3,WDR61
HLA-II,LUAD & LUSC,71,Q9H0J9,PAR12
HLA-II,LUAD & LUSC,71,Q9H0K1,SIK2
HLA-II,LUAD & LUSC,71,Q9H3U1,UN45A
HLA-II,LUAD & LUSC,71,Q9NPF4,OSGEP
HLA-II,LUAD & LUSC,71,Q9UG63,ABCF2
HLA-II,LUAD & LUSC,71,Q9UHX1,PUF60
HLA-II,LUAD & LUSC,71,Q9UMD9,COHA1
HLA-II,LUAD & LUSC,71,Q9UPN3,MACF1
HLA-II,LUAD & LUSC,71,Q9Y2T2,AP3M1
HLA-II,LUAD & LUSC,71,Q9Y678,COPG1
HLA-II,LUAD & LUSC,71,Q9Y6Y0,NS1BP
HLA-II,LUAD & Healthy,149,O00186,STXB3
HLA-II,LUAD & Healthy,149,O00299,CLIC1
HLA-II,LUAD & Healthy,149,O00410,IPO5
HLA-II,LUAD & Healthy,149,O00429,DNM1L
HLA-II,LUAD & Healthy,149,O14579,COPE
HLA-II,LUAD & Healthy,149,O14980,XPO1
HLA-II,LUAD & Healthy,149,O15530,PDPK1
HLA-II,LUAD & Healthy,149,O43865,SAHH2
HLA-II,LUAD & Healthy,149,O60271,JIP4
HLA-II,LUAD & Healthy,149,O60291,MGRN1
HLA-II,LUAD & Healthy,149,O60613,SEP15
HLA-II,LUAD & Healthy,149,O75410,TACC1
HLA-II,LUAD & Healthy,149,O75694,NU155
HLA-II,LUAD & Healthy,149,O94973,AP2A2
HLA-II,LUAD & Healthy,149,O95786,DDX58
HLA-II,LUAD & Healthy,149,O95793,STAU1
HLA-II,LUAD & Healthy,149,P00451,FA8
HLA-II,LUAD & Healthy,149,P04062,GLCM
HLA-II,LUAD & Healthy,149,P04066,FUCO
HLA-II,LUAD & Healthy,149,P07948,LYN
HLA-II,LUAD & Healthy,149,P08236,BGLR
HLA-II,LUAD & Healthy,149,P08567,PLEK
HLA-II,LUAD & Healthy,149,P08865,RSSA
HLA-II,LUAD & Healthy,149,P09914,IFIT1
HLA-II,LUAD & Healthy,149,P10644,KAP0
HLA-II,LUAD & Healthy,149,P10721,KIT
HLA-II,LUAD & Healthy,149,P11216,PYGB
HLA-II,LUAD & Healthy,149,P12004,PCNA
HLA-II,LUAD & Healthy,149,P12821,ACE
HLA-II,LUAD & Healthy,149,P13236,CCL4
HLA-II,LUAD & Healthy,149,P13489,RINI
HLA-II,LUAD & Healthy,149,P13797,PLST
HLA-II,LUAD & Healthy,149,P14866,HNRPL
HLA-II,LUAD & Healthy,149,P19367,HXK1
HLA-II,LUAD & Healthy,149,P19838,NFKB1
HLA-II,LUAD & Healthy,149,P22307,NLTP
HLA-II,LUAD & Healthy,149,P22352,GPX3
HLA-II,LUAD & Healthy,149,P23588,IF4B
HLA-II,LUAD & Healthy,149,P23634,AT2B4
HLA-II,LUAD & Healthy,149,P26572,MGAT1
HLA-II,LUAD & Healthy,149,P27635,RL10
HLA-II,LUAD & Healthy,149,P29350,PTN6
HLA-II,LUAD & Healthy,149,P31431,SDC4
HLA-II,LUAD & Healthy,149,P35580,MYH10
HLA-II,LUAD & Healthy,149,P35610,SOAT1
HLA-II,LUAD & Healthy,149,P36269,GGT5
HLA-II,LUAD & Healthy,149,P36969,GPX4
HLA-II,LUAD & Healthy,149,P39656,OST48
HLA-II,LUAD & Healthy,149,P40121,CAPG
HLA-II,LUAD & Healthy,149,P40306,PSB10
HLA-II,LUAD & Healthy,149,P43490,NAMPT
HLA-II,LUAD & Healthy,149,P46109,CRKL
HLA-II,LUAD & Healthy,149,P46379,BAG6
HLA-II,LUAD & Healthy,149,P46779,RL28
HLA-II,LUAD & Healthy,149,P46952,3HAO
HLA-II,LUAD & Healthy,149,P47756,CAPZB
HLA-II,LUAD & Healthy,149,P47897,SYQ
HLA-II,LUAD & Healthy,149,P49279,NRAM1
HLA-II,LUAD & Healthy,149,P49368,TCPG
HLA-II,LUAD & Healthy,149,P49755,TMEDA
HLA-II,LUAD & Healthy,149,P49792,RBP2
HLA-II,LUAD & Healthy,149,P50851,LRBA
HLA-II,LUAD & Healthy,149,P50990,TCPQ
HLA-II,LUAD & Healthy,149,P51665,PSMD7
HLA-II,LUAD & Healthy,149,P52272,HNRPM
HLA-II,LUAD & Healthy,149,P52758,RIDA
HLA-II,LUAD & Healthy,149,P53992,SC24C
HLA-II,LUAD & Healthy,149,P55196,AFAD
HLA-II,LUAD & Healthy,149,P61513,RL37A
HLA-II,LUAD & Healthy,149,P62136,PP1A
HLA-II,LUAD & Healthy,149,P62491,RB11A
HLA-II,LUAD & Healthy,149,P62753,RS6
HLA-II,LUAD & Healthy,149,P62888,RL30
HLA-II,LUAD & Healthy,149,P62913,RL11
HLA-II,LUAD & Healthy,149,P62917,RL8
HLA-II,LUAD & Healthy,149,P62993,GRB2
HLA-II,LUAD & Healthy,149,P63220,RS21
HLA-II,LUAD & Healthy,149,P68431,H31
HLA-II,LUAD & Healthy,149,P78344,IF4G2
HLA-II,LUAD & Healthy,149,P83731,RL24
HLA-II,LUAD & Healthy,149,Q00013,EM55
HLA-II,LUAD & Healthy,149,Q00325,MPCP
HLA-II,LUAD & Healthy,149,Q00653,NFKB2
HLA-II,LUAD & Healthy,149,Q03001,DYST
HLA-II,LUAD & Healthy,149,Q03518,TAP1
HLA-II,LUAD & Healthy,149,Q12768,WASC5
HLA-II,LUAD & Healthy,149,Q12929,EPS8
HLA-II,LUAD & Healthy,149,Q13043,STK4
HLA-II,LUAD & Healthy,149,Q13435,SF3B2
HLA-II,LUAD & Healthy,149,Q13459,MYO9B
HLA-II,LUAD & Healthy,149,Q13561,DCTN2
HLA-II,LUAD & Healthy,149,Q13619,CUL4A
HLA-II,LUAD & Healthy,149,Q13948,CASP
HLA-II,LUAD & Healthy,149,Q14258,TRI25
HLA-II,LUAD & Healthy,149,Q14571,ITPR2
HLA-II,LUAD & Healthy,149,Q14767,LTBP2
HLA-II,LUAD & Healthy,149,Q14789,GOGB1
HLA-II,LUAD & Healthy,149,Q14847,LASP1
HLA-II,LUAD & Healthy,149,Q14C86,GAPD1
HLA-II,LUAD & Healthy,149,Q15746,MYLK
HLA-II,LUAD & Healthy,149,Q15833,STXB2
HLA-II,LUAD & Healthy,149,Q16543,CDC37
HLA-II,LUAD & Healthy,149,Q2VIR3,IF2GL
HLA-II,LUAD & Healthy,149,Q460N5,PAR14
HLA-II,LUAD & Healthy,149,Q567U6,CCD93
HLA-II,LUAD & Healthy,149,Q5JWF2,GNAS1
HLA-II,LUAD & Healthy,149,Q5TEJ8,THMS2
HLA-II,LUAD & Healthy,149,Q63HN8,RN213
HLA-II,LUAD & Healthy,149,Q6DD88,ATLA3
HLA-II,LUAD & Healthy,149,Q6NZI2,CAVN1
HLA-II,LUAD & Healthy,149,Q6P2E9,EDC4
HLA-II,LUAD & Healthy,149,Q6P996,PDXD1
HLA-II,LUAD & Healthy,149,Q6UVK1,CSPG4
HLA-II,LUAD & Healthy,149,Q6WKZ4,RFIP1
HLA-II,LUAD & Healthy,149,Q7L576,CYFP1
HLA-II,LUAD & Healthy,149,Q7Z478,DHX29
HLA-II,LUAD & Healthy,149,Q8NF91,SYNE1
HLA-II,LUAD & Healthy,149,Q8WXH0,SYNE2
HLA-II,LUAD & Healthy,149,Q92556,ELMO1
HLA-II,LUAD & Healthy,149,Q92888,ARHG1
HLA-II,LUAD & Healthy,149,Q92974,ARHG2
HLA-II,LUAD & Healthy,149,Q969X5,ERGI1
HLA-II,LUAD & Healthy,149,Q96A54,PAQR1
HLA-II,LUAD & Healthy,149,Q96BY6,DOC10
HLA-II,LUAD & Healthy,149,Q96QK1,VPS35
HLA-II,LUAD & Healthy,149,Q96RF0,SNX18
HLA-II,LUAD & Healthy,149,Q96TA1,NIBA2
HLA-II,LUAD & Healthy,149,Q99471,PFD5
HLA-II,LUAD & Healthy,149,Q99733,NP1L4
HLA-II,LUAD & Healthy,149,Q99828,CIB1
HLA-II,LUAD & Healthy,149,Q9BRR6,ADPGK
HLA-II,LUAD & Healthy,149,Q9BRR9,RHG09
HLA-II,LUAD & Healthy,149,Q9C0C2,TB182
HLA-II,LUAD & Healthy,149,Q9H3P7,GCP60
HLA-II,LUAD & Healthy,149,Q9H7F0,AT133
HLA-II,LUAD & Healthy,149,Q9HB90,RRAGC
HLA-II,LUAD & Healthy,149,Q9HCE0,EPG5
HLA-II,LUAD & Healthy,149,Q9HDC9,APMAP
HLA-II,LUAD & Healthy,149,Q9NRW7,VPS45
HLA-II,LUAD & Healthy,149,Q9NV96,CC50A
HLA-II,LUAD & Healthy,149,Q9NZB2,F120A
HLA-II,LUAD & Healthy,149,Q9P253,VPS18
HLA-II,LUAD & Healthy,149,Q9UHD8,SEPT9
HLA-II,LUAD & Healthy,149,Q9UKA4,AKA11
HLA-II,LUAD & Healthy,149,Q9UKM9,RALY
HLA-II,LUAD & Healthy,149,Q9UP83,COG5
HLA-II,LUAD & Healthy,149,Q9Y2A7,NCKP1
HLA-II,LUAD & Healthy,149,Q9Y2J2,E41L3
HLA-II,LUAD & Healthy,149,Q9Y6D6,BIG1
HLA-II,LUSC & Healthy,20,O15145,ARPC3
HLA-II,LUSC & Healthy,20,O43813,LANC1
HLA-II,LUSC & Healthy,20,P05387,RLA2
HLA-II,LUSC & Healthy,20,P15104,GLNA
HLA-II,LUSC & Healthy,20,P16949,STMN1
HLA-II,LUSC & Healthy,20,P17987,TCPA
HLA-II,LUSC & Healthy,20,P27708,PYR1
HLA-II,LUSC & Healthy,20,P30533,AMRP
HLA-II,LUSC & Healthy,20,P34059,GALNS
HLA-II,LUSC & Healthy,20,P47914,RL29
HLA-II,LUSC & Healthy,20,P48729,KC1A
HLA-II,LUSC & Healthy,20,P61247,RS3A
HLA-II,LUSC & Healthy,20,Q01995,TAGL
HLA-II,LUSC & Healthy,20,Q14145,KEAP1
HLA-II,LUSC & Healthy,20,Q92499,DDX1
HLA-II,LUSC & Healthy,20,Q99460,PSMD1
HLA-II,LUSC & Healthy,20,Q99832,TCPH
HLA-II,LUSC & Healthy,20,Q9HBR0,S38AA
HLA-II,LUSC & Healthy,20,Q9NQC3,RTN4
HLA-II,LUSC & Healthy,20,Q9UPN7,PP6R1
HLA-II,All three,634,A0A0B4J1V1,1V1|HV321
HLA-II,All three,634,A0A0B4J1X5,1X5|HV374
HLA-II,All three,634,A0A0J9YX35,X35|HV64D
HLA-II,All three,634,A0AVT1,UBA6
HLA-II,All three,634,B0I1T2,MYO1G
HLA-II,All three,634,B9A064,IGLL5
HLA-II,All three,634,O00159,MYO1C
HLA-II,All three,634,O00182,LEG9
HLA-II,All three,634,O00308,WWP2
HLA-II,All three,634,O00391,QSOX1
HLA-II,All three,634,O00462,MANBA
HLA-II,All three,634,O00468,AGRIN
HLA-II,All three,634,O00487,PSDE
HLA-II,All three,634,O00560,SDCB1
HLA-II,All three,634,O00754,MA2B1
HLA-II,All three,634,O14672,ADA10
HLA-II,All three,634,O14773,TPP1
HLA-II,All three,634,O14791,APOL1
HLA-II,All three,634,O14818,PSA7
HLA-II,All three,634,O14879,IFIT3
HLA-II,All three,634,O14964,HGS
HLA-II,All three,634,O14979,HNRDL
HLA-II,All three,634,O15031,PLXB2
HLA-II,All three,634,O15118,NPC1
HLA-II,All three,634,O15143,ARC1B
HLA-II,All three,634,O15427,MOT4
HLA-II,All three,634,O15533,TPSN
HLA-II,All three,634,O43237,DC1L2
HLA-II,All three,634,O43396,TXNL1
HLA-II,All three,634,O43567,RNF13
HLA-II,All three,634,O43707,ACTN4
HLA-II,All three,634,O43760,SNG2
HLA-II,All three,634,O43795,MYO1B
HLA-II,All three,634,O43852,CALU
HLA-II,All three,634,O43914,TYOBP
HLA-II,All three,634,O60449,LY75
HLA-II,All three,634,O60462,NRP2
HLA-II,All three,634,O60486,PLXC1
HLA-II,All three,634,O60488,ACSL4
HLA-II,All three,634,O60506,HNRPQ
HLA-II,All three,634,O60547,GMDS
HLA-II,All three,634,O60610,DIAP1
HLA-II,All three,634,O60664,PLIN3
HLA-II,All three,634,O60763,USO1
HLA-II,All three,634,O75083,WDR1
HLA-II,All three,634,O75094,SLIT3
HLA-II,All three,634,O75122,CLAP2
HLA-II,All three,634,O75367,H2AY
HLA-II,All three,634,O75369,FLNB
HLA-II,All three,634,O75436,VP26A
HLA-II,All three,634,O75787,RENR
HLA-II,All three,634,O75882,ATRN
HLA-II,All three,634,O75923,DYSF
HLA-II,All three,634,O75976,CBPD
HLA-II,All three,634,O94832,MYO1D
HLA-II,All three,634,O94956,SO2B1
HLA-II,All three,634,O94979,SC31A
HLA-II,All three,634,O94985,CSTN1
HLA-II,All three,634,O95372,LYPA2
HLA-II,All three,634,O95436,NPT2B
HLA-II,All three,634,O95477,ABCA1
HLA-II,All three,634,O95573,ACSL3
HLA-II,All three,634,O96009,NAPSA
HLA-II,All three,634,P00390,GSHR
HLA-II,All three,634,P00450,CERU
HLA-II,All three,634,P00488,F13A
HLA-II,All three,634,P00533,EGFR
HLA-II,All three,634,P00558,PGK1
HLA-II,All three,634,P00734,THRB
HLA-II,All three,634,P00736,C1R
HLA-II,All three,634,P00738,HPT
HLA-II,All three,634,P00747,PLMN
HLA-II,All three,634,P00751,CFAB
HLA-II,All three,634,P01008,ANT3
HLA-II,All three,634,P01009,A1AT
HLA-II,All three,634,P01023,A2MG
HLA-II,All three,634,P01024,CO3
HLA-II,All three,634,P01031,CO5
HLA-II,All three,634,P01042,KNG1
HLA-II,All three,634,P01615,KVD28
HLA-II,All three,634,P01619,KV320
HLA-II,All three,634,P01730,CD4
HLA-II,All three,634,P01833,PIGR
HLA-II,All three,634,P01834,IGKC
HLA-II,All three,634,P01857,IGHG1
HLA-II,All three,634,P01871,IGHM
HLA-II,All three,634,P01876,IGHA1
HLA-II,All three,634,P01889,HLAB
HLA-II,All three,634,P01903,DRA
HLA-II,All three,634,P01909,DQA1
HLA-II,All three,634,P01911,DRB
HLA-II,All three,634,P01920,DQB1
HLA-II,All three,634,P02452,CO1A1
HLA-II,All three,634,P02545,LMNA
HLA-II,All three,634,P02647,APOA1
HLA-II,All three,634,P02649,APOE
HLA-II,All three,634,P02652,APOA2
HLA-II,All three,634,P02654,APOC1
HLA-II,All three,634,P02655,APOC2
HLA-II,All three,634,P02671,FIBA
HLA-II,All three,634,P02675,FIBB
HLA-II,All three,634,P02746,C1QB
HLA-II,All three,634,P02749,APOH
HLA-II,All three,634,P02751,FINC
HLA-II,All three,634,P02753,RET4
HLA-II,All three,634,P02763,A1AG1
HLA-II,All three,634,P02765,FETUA
HLA-II,All three,634,P02766,TTHY
HLA-II,All three,634,P02768,ALBU
HLA-II,All three,634,P02774,VTDB
HLA-II,All three,634,P02786,TFR1
HLA-II,All three,634,P02787,TRFE
HLA-II,All three,634,P02788,TRFL
HLA-II,All three,634,P02790,HEMO
HLA-II,All three,634,P02792,FRIL
HLA-II,All three,634,P04004,VTNC
HLA-II,All three,634,P04040,CATA
HLA-II,All three,634,P04075,ALDOA
HLA-II,All three,634,P04083,ANXA1
HLA-II,All three,634,P04114,APOB
HLA-II,All three,634,P04217,A1BG
HLA-II,All three,634,P04233,HG2A
HLA-II,All three,634,P04275,VWF
HLA-II,All three,634,P04406,G3P
HLA-II,All three,634,P04439,HLAA
HLA-II,All three,634,P04440,DPB1
HLA-II,All three,634,P04632,CPNS1
HLA-II,All three,634,P04792,HSPB1
HLA-II,All three,634,P04839,CY24B
HLA-II,All three,634,P04843,RPN1
HLA-II,All three,634,P04844,RPN2
HLA-II,All three,634,P05023,AT1A1
HLA-II,All three,634,P05067,A4
HLA-II,All three,634,P05107,ITB2
HLA-II,All three,634,P05109,S10A8
HLA-II,All three,634,P05155,IC1
HLA-II,All three,634,P05186,PPBT
HLA-II,All three,634,P05362,ICAM1
HLA-II,All three,634,P05386,RLA1
HLA-II,All three,634,P05546,HEP2
HLA-II,All three,634,P05556,ITB1
HLA-II,All three,634,P05783,K1C18
HLA-II,All three,634,P05787,K2C8
HLA-II,All three,634,P05997,CO5A2
HLA-II,All three,634,P06280,AGAL
HLA-II,All three,634,P06312,KV401
HLA-II,All three,634,P06396,GELS
HLA-II,All three,634,P06576,ATPB
HLA-II,All three,634,P06681,CO2
HLA-II,All three,634,P06703,S10A6
HLA-II,All three,634,P06727,APOA4
HLA-II,All three,634,P06733,ENOA
HLA-II,All three,634,P06737,PYGL
HLA-II,All three,634,P06744,G6PI
HLA-II,All three,634,P06748,NPM
HLA-II,All three,634,P06756,ITAV
HLA-II,All three,634,P06865,HEXA
HLA-II,All three,634,P07099,HYEP
HLA-II,All three,634,P07195,LDHB
HLA-II,All three,634,P07203,GPX1
HLA-II,All three,634,P07237,PDIA1
HLA-II,All three,634,P07333,CSF1R
HLA-II,All three,634,P07339,CATD
HLA-II,All three,634,P07355,ANXA2
HLA-II,All three,634,P07384,CAN1
HLA-II,All three,634,P07437,TBB5
HLA-II,All three,634,P07602,SAP
HLA-II,All three,634,P07686,HEXB
HLA-II,All three,634,P07711,CATL1
HLA-II,All three,634,P07737,PROF1
HLA-II,All three,634,P07814,SYEP
HLA-II,All three,634,P07858,CATB
HLA-II,All three,634,P07900,HS90A
HLA-II,All three,634,P07910,HNRPC
HLA-II,All three,634,P07942,LAMB1
HLA-II,All three,634,P07988,PSPB
HLA-II,All three,634,P07996,TSP1
HLA-II,All three,634,P07998,RNAS1
HLA-II,All three,634,P08123,CO1A2
HLA-II,All three,634,P08133,ANXA6
HLA-II,All three,634,P08195,4F2
HLA-II,All three,634,P08238,HS90B
HLA-II,All three,634,P08246,ELNE
HLA-II,All three,634,P08253,MMP2
HLA-II,All three,634,P08571,CD14
HLA-II,All three,634,P08572,CO4A2
HLA-II,All three,634,P08575,PTPRC
HLA-II,All three,634,P08603,CFAH
HLA-II,All three,634,P08631,HCK
HLA-II,All three,634,P08670,VIME
HLA-II,All three,634,P08697,A2AP
HLA-II,All three,634,P08727,K1C19
HLA-II,All three,634,P08729,K2C7
HLA-II,All three,634,P08758,ANXA5
HLA-II,All three,634,P09211,GSTP1
HLA-II,All three,634,P09496,CLCA
HLA-II,All three,634,P09619,PGFRB
HLA-II,All three,634,P09651,ROA1
HLA-II,All three,634,P09668,CATH
HLA-II,All three,634,P09871,C1S
HLA-II,All three,634,P09960,LKHA4
HLA-II,All three,634,P09972,ALDOC
HLA-II,All three,634,P0C0L4,CO4A
HLA-II,All three,634,P0C0L5,CO4B
HLA-II,All three,634,P0DMV8,HS71A
HLA-II,All three,634,P0DOY3,IGLC3
HLA-II,All three,634,P0DP24,CALM2
HLA-II,All three,634,P10253,LYAG
HLA-II,All three,634,P10321,HLAC
HLA-II,All three,634,P10451,OSTP
HLA-II,All three,634,P10586,PTPRF
HLA-II,All three,634,P10619,PPGB
HLA-II,All three,634,P10768,ESTD
HLA-II,All three,634,P10909,CLUS
HLA-II,All three,634,P11021,BIP
HLA-II,All three,634,P11047,LAMC1
HLA-II,All three,634,P11142,HSP7C
HLA-II,All three,634,P11215,ITAM
HLA-II,All three,634,P11279,LAMP1
HLA-II,All three,634,P11586,C1TC
HLA-II,All three,634,P11686,PSPC
HLA-II,All three,634,P11717,MPRI
HLA-II,All three,634,P12109,CO6A1
HLA-II,All three,634,P12110,CO6A2
HLA-II,All three,634,P12111,CO6A3
HLA-II,All three,634,P12429,ANXA3
HLA-II,All three,634,P12814,ACTN1
HLA-II,All three,634,P12830,CADH1
HLA-II,All three,634,P12955,PEPD
HLA-II,All three,634,P13010,XRCC5
HLA-II,All three,634,P13073,COX41
HLA-II,All three,634,P13284,GILT
HLA-II,All three,634,P13611,CSPG2
HLA-II,All three,634,P13612,ITA4
HLA-II,All three,634,P13639,EF2
HLA-II,All three,634,P13645,K1C10
HLA-II,All three,634,P13647,K2C5
HLA-II,All three,634,P13667,PDIA4
HLA-II,All three,634,P13674,P4HA1
HLA-II,All three,634,P13686,PPA5
HLA-II,All three,634,P13747,HLAE
HLA-II,All three,634,P13796,PLSL
HLA-II,All three,634,P14543,NID1
HLA-II,All three,634,P14618,KPYM
HLA-II,All three,634,P14625,ENPL
HLA-II,All three,634,P14923,PLAK
HLA-II,All three,634,P15144,AMPN
HLA-II,All three,634,P15260,INGR1
HLA-II,All three,634,P15311,EZRI
HLA-II,All three,634,P15514,AREG
HLA-II,All three,634,P15924,DESP
HLA-II,All three,634,P16070,CD44
HLA-II,All three,634,P16144,ITB4
HLA-II,All three,634,P16284,PECA1
HLA-II,All three,634,P16401,H15
HLA-II,All three,634,P16403,H12
HLA-II,All three,634,P16870,CBPE
HLA-II,All three,634,P17301,ITA2
HLA-II,All three,634,P17813,EGLN
HLA-II,All three,634,P17900,SAP3
HLA-II,All three,634,P17931,LEG3
HLA-II,All three,634,P17980,PRS6A
HLA-II,All three,634,P18077,RL35A
HLA-II,All three,634,P18206,VINC
HLA-II,All three,634,P18428,LBP
HLA-II,All three,634,P18669,PGAM1
HLA-II,All three,634,P19021,AMD
HLA-II,All three,634,P19105,ML12A
HLA-II,All three,634,P19320,VCAM1
HLA-II,All three,634,P19338,NUCL
HLA-II,All three,634,P19634,SL9A1
HLA-II,All three,634,P19823,ITIH2
HLA-II,All three,634,P19827,ITIH1
HLA-II,All three,634,P19971,TYPH
HLA-II,All three,634,P20036,DPA1
HLA-II,All three,634,P20073,ANXA7
HLA-II,All three,634,P20231,TRYB2
HLA-II,All three,634,P20700,LMNB1
HLA-II,All three,634,P20702,ITAX
HLA-II,All three,634,P20810,ICAL
HLA-II,All three,634,P20908,CO5A1
HLA-II,All three,634,P21281,VATB2
HLA-II,All three,634,P21291,CSRP1
HLA-II,All three,634,P21333,FLNA
HLA-II,All three,634,P21589,5NTD
HLA-II,All three,634,P21796,VDAC1
HLA-II,All three,634,P21810,PGS1
HLA-II,All three,634,P21980,TGM2
HLA-II,All three,634,P22314,UBA1
HLA-II,All three,634,P22626,ROA2
HLA-II,All three,634,P22695,QCR2
HLA-II,All three,634,P22897,MRC1
HLA-II,All three,634,P23229,ITA6
HLA-II,All three,634,P23381,SYWC
HLA-II,All three,634,P23396,RS3
HLA-II,All three,634,P23458,JAK1
HLA-II,All three,634,P23528,COF1
HLA-II,All three,634,P24043,LAMA2
HLA-II,All three,634,P24821,TENA
HLA-II,All three,634,P25774,CATS
HLA-II,All three,634,P25789,PSA4
HLA-II,All three,634,P26006,ITA3
HLA-II,All three,634,P26038,MOES
HLA-II,All three,634,P26373,RL13
HLA-II,All three,634,P26599,PTBP1
HLA-II,All three,634,P26641,EF1G
HLA-II,All three,634,P27105,STOM
HLA-II,All three,634,P27348,1433T
HLA-II,All three,634,P27797,CALR
HLA-II,All three,634,P27816,MAP4
HLA-II,All three,634,P27824,CALX
HLA-II,All three,634,P28062,PSB8
HLA-II,All three,634,P28066,PSA5
HLA-II,All three,634,P28838,AMPL
HLA-II,All three,634,P29353,SHC1
HLA-II,All three,634,P29401,TKT
HLA-II,All three,634,P30086,PEBP1
HLA-II,All three,634,P30101,PDIA3
HLA-II,All three,634,P30153,2AAA
HLA-II,All three,634,P30740,ILEU
HLA-II,All three,634,P31146,COR1A
HLA-II,All three,634,P31689,DNJA1
HLA-II,All three,634,P31939,PUR9
HLA-II,All three,634,P31947,1433S
